Title;Author;Avg Rating;Ratings
Riddley Walker;Russell Hoban;4.02;7,328
My Losing Season: A Memoir;Pat Conroy;3.83;10,880
"The Dream-Hunter (Dark-Hunter, #10; Dream-Hunter, #1)";Sherrilyn Kenyon;4.04;43,892
Shimmer (Riley Bloom, #2);Alyson Noel;3.74;7,710
Pastwatch: The Redemption of Christopher Columbus;Orson Scott Card;3.97;14,236
The Keepsake (Rizzoli & Isles, #7);Tess Gerritsen;4.09;41,251
O Despertar da Magia (As Crónicas de Gelo e Fogo #4);George R.R. Martin;4.40;8,443
Vengeance in Death (In Death, #6);J.D. Robb;4.33;40,123
The Slap;Christos Tsiolkas;3.22;27,900
The Gold Bug [+ The Sphinx + William Wilson];Edgar Allan Poe;3.74;6,285
Dead City (Dead City, #1);James Ponti;4.26;3,149
The English Assassin (Gabriel Allon, #2);Daniel Silva;4.14;36,244
Batman: White Knight;Sean        Murphy;4.32;9,761
Rabbit Is Rich (Rabbit Angstrom, #3);John Updike;3.91;15,954
Killing Mister Watson (Shadow Country Trilogy #1);Peter Matthiessen;3.84;1,653
The Quickie;James Patterson;3.84;38,148
Cause of Death (Kay Scarpetta, #7);Patricia Cornwell;3.94;47,586
Morning, Noon & Night;Sidney Sheldon;3.67;17,377
The Transition of H. P. Lovecraft: The Road to Madness;H.P. Lovecraft;4.31;9,742
All the Weyrs of Pern (Pern, #11);Anne McCaffrey;4.19;24,185
Wittgenstein's Nephew;Thomas Bernhard;4.01;4,594
Wolfsangel (The Wolfsangel Cycle #1);M.D. Lachlan;3.49;1,281
Found in You (Fixed, #2);Laurelin Paige;4.25;34,749
The Satyricon;Petronius;3.80;7,424
This Is Your Brain on Music: The Science of a Human Obsession;Daniel J. Levitin;3.87;58,329
Police (Harry Hole, #10);Jo Nesbø;4.21;40,468
Married to the Bad Boy;Letty Scott;3.64;1,236
Burning Chrome (Sprawl, #0);William Gibson;4.05;37,973
Mean Spirits / Young Blood (The Mediator, #3-4);Meg Cabot;4.32;2,183
Out for Blood (Drake Chronicles, #3);Alyxandra Harvey;4.21;11,218
Lucky (Lucky Santangelo, #2);Jackie Collins;4.11;12,911
Cigars of the Pharaoh (Tintin #4);Hergé;4.06;14,830
Being There;Jerzy Kosiński;3.86;11,760
The Shadowy Horses;Susanna Kearsley;3.95;19,547
Malice (The Faithful and the Fallen, #1);John Gwynne;4.14;21,031
Noggin;John Corey Whaley;3.76;11,560
The Girl with Seven Names: A North Korean Defector’s Story;Hyeonseo Lee;4.34;73,175
El Deafo;Cece Bell;4.17;72,784
King John;William Shakespeare;3.35;7,025
After the Night;Linda Howard;4.07;23,709
Strawberry Girl;Lois Lenski;3.88;12,971
A Bride Most Begrudging;Deeanne Gist;3.92;14,192
The Cloud Roads (Books of the Raksura, #1);Martha Wells;3.97;9,482
Keep Holding On;Susane Colasanti;3.85;12,397
Raze (Scarred Souls, #1);Tillie Cole;4.14;22,949
She Stoops to Conquer;Oliver Goldsmith;3.62;12,165
Davita's Harp;Chaim Potok;4.01;5,860
Darkness Everlasting (Guardians of Eternity, #3);Alexandra Ivy;4.19;9,653
Black Hills;Nora Roberts;4.12;36,589
The Clockwork Three;Matthew J. Kirby;3.99;7,170
A Place to Call Home;Deborah Smith;4.06;2,848
Ember (Ember #1);Madison Daniel;3.66;487
Love's Enduring Promise (Love Comes Softly, #2);Janette Oke;4.14;13,865
A Red Herring Without Mustard (Flavia de Luce, #3);Alan Bradley;4.05;42,994
The Makioka Sisters;Jun'ichirō Tanizaki;4.04;7,332
Mistaken Identity: Two Families, One Survivor, Unwavering Hope;Don Van Ryn;4.06;8,587
Underworld (Underworld, #1);Greg Cox;4.08;2,084
Something Rotten (Thursday Next, #4);Jasper Fforde;4.13;34,256
The State and Revolution;Vladimir Lenin;4.17;8,997
The Divine Conspiracy: Rediscovering Our Hidden Life in God;Dallas Willard;4.09;14,293
The Class;Erich Segal;3.94;8,204
The Ascent of Man;Jacob Bronowski;4.20;5,873
Double Standards;Judith McNaught;3.93;11,488
America (The Book): A Citizen's Guide to Democracy Inaction;Jon   Stewart;3.98;96,608
Elixir (Elixir, #1);Hilary Duff;3.52;13,085
The Word for World is Forest (Hainish Cycle, #5);Ursula K. Le Guin;3.99;22,552
"Immortal Rider  (Lords of Deliverance, #2; Demonica, #7)";Larissa Ione;4.31;17,390
Crewel (Crewel World, #1);Gennifer Albin;3.72;18,020
Adolf Hitler: My Part in His Downfall (War Memoirs, #1);Spike Milligan;3.97;8,590
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results;Gary Keller;4.08;55,819
Lost Boy: The True Story of Captain Hook;Christina Henry;4.21;16,682
Passion and Purity: Learning to Bring Your Love Life Under Christ's Control;Elisabeth Elliot;4.10;18,583
The Joy of Cooking;Irma S. Rombauer;4.09;167,554
Belong to Me (Love Walked In, #2);Marisa de los Santos;3.87;29,375
Tennyson's Poetry;Alfred Tennyson;4.07;7,911
The Green House;Mario Vargas Llosa;3.72;3,819
Retribution Falls (Tales of the Ketty Jay, #1);Chris Wooding;3.97;9,172
Fins Are Forever (Fins, #2);Tera Lynn Childs;3.91;7,598
Born in Sin (Brotherhood of the Sword #3/MacAllister, #2);Kinley MacGregor;4.21;9,204
The Pillowman;Martin McDonagh;4.23;14,887
Prague Counterpoint (Zion Covenant, #2);Bodie Thoene;4.42;6,709
I Am the Cheese;Robert Cormier;3.76;15,383
Doomwyte (Redwall, #20);Brian Jacques;4.01;4,691
The Wheel of Darkness (Pendergast, #8);Douglas Preston;3.95;29,679
Primary Colors: A Novel of Politics;Anonymous;3.61;5,644
Fruits Basket, Vol. 2;Natsuki Takaya;4.37;20,354
Fruits Basket, Vol. 12;Natsuki Takaya;4.44;13,588
The Last Gentleman;Walker Percy;3.87;2,302
Passage (The Sharing Knife, #3);Lois McMaster Bujold;3.94;7,231
Sea Glass;Anita Shreve;3.68;25,097
The Queen of Bedlam (Matthew Corbett, #2);Robert R. McCammon;4.27;5,020
Hopeless Magic (Star-Crossed, #2);Rachel Higginson;4.26;7,670
The Mirror of Her Dreams (Mordant's Need, #1);Stephen R. Donaldson;3.92;13,324
A Great Deliverance (Inspector Lynley, #1);Elizabeth  George;4.03;47,504
The List;Siobhan Vivian;3.42;26,586
O Festim dos Corvos (As Crónicas de Gelo e Fogo, #7);George R.R. Martin;4.13;6,904
White Hot (Hidden Legacy, #2);Ilona Andrews;4.44;36,461
The Light We Lost;Jill Santopolo;3.87;106,927
Scat;Carl Hiaasen;3.95;18,735
The Forgotten Beasts of Eld;Patricia A. McKillip;4.08;14,962
With All My Soul (Soul Screamers, #7);Rachel Vincent;4.31;8,885
Cymbeline;William Shakespeare;3.55;10,233
American on Purpose: The Improbable Adventures of an Unlikely Patriot;Craig Ferguson;3.84;27,924
Fe Fi FOE Comes;William C. Samples;4.33;21
Notwendige Streitgenossen;Georg Miggel;3.70;23
Eleanor of Aquitaine: A Life;Alison Weir;3.87;17,331
Dismember;Daniel Pyle;3.64;298
Suddenly You;Lisa Kleypas;3.95;25,546
Ada: Legend of a Healer;R.A. McDonald;3.88;147
Cemetery Street;John Zunski;4.13;60
Seducing the Myth;Lucy Felthouse;3.89;45
Gone, Baby, Gone (Kenzie & Gennaro, #4);Dennis Lehane;4.13;36,990
The Imperfectionists;Tom Rachman;3.55;51,504
The Problem Child (The Sisters Grimm #3);Michael Buckley;4.28;19,430
The Execution;Sharon Cramer;3.93;863
Where the Deer Dwell;Dorothy Gravelle;3.78;77
Amaranth;John  Kellett;3.86;51
Grandma! Can I Get a Dog?;Barry Jordan Jr.;4.51;35
The Sounding;Carrie Salo;4.05;123
The Eternal Ones (Eternal Ones, #1);Kirsten Miller;3.75;11,724
Tales of Sex & Suburban Lunacy;Helen Argiro;3.46;97
My Country 'Tis of Thee;Keith Ellison;3.53;2,253
Ember's Curse (Prime Wolf, #1);Gena D. Lutz;3.84;559
Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1);Yoshihiro Togashi;4.52;38,921
Silence of the Wolves (Call of the Wilderness #1);Hannah Pole;3.45;104
Origins;S.E. Meyer;3.72;134
The Journey Home: Autobiography of an American Swami;Radhanath Swami;4.63;3,975
Long After (Sometimes Never, #3);Cheryl McIntyre;4.21;5,177
It Comes Natural - Understanding Natural and Integrative Medicine;Marsha Gujurati;4.47;15
The Science of Mind;Ernest Shurtleff Holmes;4.36;2,251
Das Lächeln der Fortuna (Waringham, #1);Rebecca Gablé;4.35;3,056
Leadership: Past, Present & Future;Carlos    Rivera;4.14;49
Afterlife (Afterlife Saga, #1);Stephanie Hudson;3.98;9,247
Safe & Sound;T.S. Krupa;3.88;240
The Founder's Curse (New Zigon, #1);Danelle O'Donnell;4.22;23
Bat Blood: The Devil's Claw;Richard Myerscough;3.74;47
Bound Anthology;J.M. Walker;4.32;40
Dona Flor and Her Two Husbands;Jorge Amado;4.02;7,454
Equating the Equations of Insanity: A Journey from Grief to Victory;Durgesh Satpathy;3.83;183
Fighting Silence (On the Ropes, #1);Aly Martinez;4.20;17,193
The Absent One (Department Q, #2);Jussi Adler-Olsen;3.89;38,749
The Paper Magician (The Paper Magician, #1);Charlie N. Holmberg;3.66;78,476
House of Suns;Alastair Reynolds;4.20;24,598
The Lost Heiress (Ladies of the Manor, #1);Roseanna M. White;4.15;5,172
Are These My Basoomas I See Before Me? (Confessions of Georgia Nicolson, #10);Louise Rennison;4.20;11,872
Brazen Violations;Jonathan Macpherson;4.08;100
23:27;H.L. Roberts;3.94;108
Something Eternal;Joel T. McGrath;4.29;7
Auto da Compadecida;Ariano Suassuna;4.47;5,224
The Shaman's Apprentice (Jovai #1);B. Muze;4.26;43
Liberation Day: Our Nation Empowered by the Constitution;Eric  Martin;3.69;13
Rivers Never Fill The Sea;Giselle V. Steele;4.80;30
Her Beauty;M.R. Desmond;0.00;0
Oh Dear Happiness! The lost treasure of contentment;Sanjay Singh;4.24;91
Shalmar (A Tale of Lifetimes Book 1);Serena Whynd;4.25;44
Beyond the Pale;E.J. WOOD;4.32;38
Explosive Growth: A Few Things I Learned While Growing To 100 Million Users - And Losing $78 Million;Cliff Lerner;4.23;661
Galaxy Pirates;Tamuna Tsertsvadze;4.06;17
The New American Bible;Anonymous;4.52;2,565
Manage My Emotions: What I Wish I'd Learned in School about Anger, Fear and Love;Kenneth J. Martz;4.11;37
Hullabaloo in the Guava Orchard;Kiran Desai;3.46;5,485
The Fade;Chris Wooding;3.89;666
Secrets of Jewish Wealth Revealed!;Celso Cukierkorn;4.21;204
Curran (Curran POV #1-2);Gordon Andrews;4.14;17,659
A Hope Undaunted (Winds of Change, #1);Julie Lessman;4.02;3,678
La vieja sirena;José Luis Sampedro;4.17;785
The Wisdom of Insecurity: A Message for an Age of Anxiety;Alan W. Watts;4.12;19,668
Once Upon a Crime (The Sisters Grimm #4);Michael Buckley;4.27;18,883
Waffles and Pancakes;Cindy Springsteen;4.71;165
First Thing I See;Vi Keeland;3.84;3,632
The Gruffalo (Gruffalo, #1);Julia Donaldson;4.42;37,145
That First Kiss (Night Calls #2);J.C. Valentine;3.81;1,300
The Ox-Bow Incident;Walter Van Tilburg Clark;3.86;5,451
The Titan's Curse: The Graphic Novel (Percy Jackson and the Olympians: The Graphic Novels, #3);Robert Venditti;4.26;7,759
The Iron-Jawed Boy and the Hand of the Moon (Guardians of Illyria , #2);Nikolas Lee;4.46;136
Liliana (Liliana, #1);Neva Squires-Rodriguez;3.85;73
Moment;Lisa Terry;3.91;35
Pather Panchali: Song of the Road;Bibhutibhushan Bandyopadhyay;4.58;4,993
Rationality: From AI to Zombies;Eliezer Yudkowsky;4.34;1,361
Exile for Dreamers (Stranje House, #2);Kathleen Baldwin;4.14;1,403
Penelope Gilbert and the Children of Azure;Emily A. Steward;4.35;40
The Road to Mecca;Muhammad Asad;4.47;4,801
Tales of the Astonishing Black Spark;Charlie J. Eskew;4.04;85
When We Collide;A.L. Jackson;4.07;9,039
Tweet Cute;Emma Lord;3.99;40,061
The Stranger (The Labyrinths of Echo, #1);Max Frei;4.20;3,694
Fortune's Favorites (Masters of Rome, #3);Colleen McCullough;4.37;7,586
Three Little Words;Ashley Rhodes-Courter;4.10;14,802
Wide Awake;David Levithan;3.72;3,941
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses;Eric Ries;4.10;262,344
Dime quién soy;Julia Navarro;4.32;15,446
What Young India Wants;Chetan Bhagat;3.27;9,432
To Live and Drink in L.A.;Ben Peller;3.94;450
Vampire Academy (Vampire Academy, #1-5);Richelle Mead;4.64;2,510
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar;Cheryl Strayed;4.27;75,462
Galactic Energies;Luca  Rossi;3.97;503
The Other Side;Faraaz Kazi;3.55;411
Churning Waters (The Churning Waters Saga #1);Meredith T. Taylor;4.52;63
Beauty and the Billionaire (Billionaire Boys Club, #2);Jessica Clare;4.04;12,853
The Iron-Jawed Boy (Guardians of Illyria, #1);Nikolas Lee;4.19;358
The Genetic Lottery (Egalia, #1);Allison Goh;3.69;52
Independence Day;Richard Ford;3.86;15,179
Ruins (Partials Sequence, #3);Dan Wells;4.05;15,754
The Wrath of the Fire Stone (Asyri, #1);Robyn Ellington-Jones;4.47;15
Follow You Home;Mark  Edwards;3.91;45,929
The Penderwicks in Spring (The Penderwicks, #4);Jeanne Birdsall;4.43;8,662
Horn-Horn: A small-town supernatural black-comedy (The Horn-Horn Series Book 1);A.D.T. McLellan;4.54;104
Elementals: Mystic Warriors;Katherine  L. Moore;4.27;49
Draekora (The Medoran Chronicles, #3);Lynette Noni;4.59;3,798
Callasandra: Fractured;Stephanie Douglas;4.50;24
Bob;Wendy Mass;4.06;8,754
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness;Eric Jorgenson;4.59;10,023
The Six of Crows Duology Boxed Set (The Six of Crows, #1-2);Leigh Bardugo;4.73;2,749
The Land of Stories Collection 4 Book Set (The Land of Stories, #1-4);Chris Colfer;4.65;2,476
The Soulforge (Dragonlance: Raistlin Chronicles, #1);Margaret Weis;4.17;10,365
The Lonesome Gods;Louis L'Amour;4.19;7,563
Violets Are Blue (Alex Cross, #7);James Patterson;3.97;61,264
Catapult Soul;Brian Celio;3.95;43
A Quiet Belief in Angels;R.J. Ellory;3.84;5,967
The Sandman: Book of Dreams;Neil Gaiman;4.29;8,447
La Confusion des sentiments;Stefan Zweig;4.02;7,000
Three Cups of Tea;Sarah L. Thomson;3.67;12,499
Cabal;Clive Barker;3.93;18,804
العرب وجهة نظر يابانية;Nobuaki Notohara;3.35;5,660
Huey Lambert's Walking Nuclear Circus;Jonathan Culver;3.45;20
Magic and Other Misdemeanors (The Sisters Grimm #5);Michael Buckley;4.31;18,534
Syrian Folktales;Muna Imady;4.52;91
Fantacia (Voxian, #1);Ruth Watson-Morris;4.63;41
When Earthlings Weep;Michael  Barnett;3.43;46
The Great Escape;Paul Brickhill;4.20;9,090
Dangerous Visions;Harlan Ellison;4.18;8,686
Without Feathers;Woody Allen;3.87;10,558
Rocket Boys (Coalwood #1);Homer Hickam;4.10;21,075
The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1);Cassandra Clare;4.22;14,541
"Lethal Rider (Lords of Deliverance, #3; Demonica, #8)";Larissa Ione;4.37;16,695
Vita Nostra (Метаморфозы, #1);Marina Dyachenko;4.08;8,965
Shadow Catcher (Nick Baron, #1);James R. Hannibal;3.89;218
Sora's Quest (The Cat's Eye Chronicles, #1);T.L. Shreffler;3.99;5,212
Thunderlight (The Dragonian, #2);Adrienne Woods;4.17;5,007
Scion of Ikshvaku (Ram Chandra #1);Amish Tripathi;3.83;38,895
Sueños de piedra (Marabilia #1);Iria G. Parente;4.18;5,000
Night That Jimi Died;Darragh J Brady;4.89;35
Binding Chaos: Mass Collaboration on a Global Scale;Heather  Marsh;4.48;61
Sawkill Girls;Claire Legrand;3.69;13,960
Caged Lions Never Roar;Arthur Archambeau;4.63;27
Leo Gray and the Lunar Eclipse;K.J. Kruk;4.29;211
The Trees;Ali Shaw;3.72;2,438
كلمات نقتل بها أولادنا;Caroline Messinger;3.67;154
La Disparition de Stephanie Mailer;Joël Dicker;3.92;23,825
حتى تحترق النجوم;هاني حجاج;4.38;85
City of Girls;Elizabeth Gilbert;4.04;216,508
The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge;David McCullough;4.23;14,167
The War of Mists (Luthiel's Song, #2);Robert Fanney;4.24;466
Pop Goes the Weasel (Alex Cross, #5);James Patterson;4.01;63,344
The Sea of Trolls (Sea of Trolls, #1);Nancy Farmer;4.01;14,962
Battle Angel Alita;Yukito Kishiro;4.16;9,797
مهزلة العقل البشري;علي الوردي;3.96;12,122
Penitence (Heavenly, #2);Jennifer Laurens;4.05;1,118
Märchenmond (Märchenmond, #1);Wolfgang Hohlbein;3.87;2,315
Blue Moon Rising (Forest Kingdom, #1);Simon R. Green;4.09;4,405
I, Jedi;Michael A. Stackpole;3.99;11,858
Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal;Conor Grennan;4.21;22,752
Kinyas ve Kayra;Hakan Günday;4.06;5,402
Fish & Chips (Cut & Run, #3);Abigail Roux;4.47;12,863
Crooked House;Agatha Christie;4.07;53,612
The Castle of Otranto;Horace Walpole;3.18;26,533
Ransom (The Light-Bearer, #5);Emily Guido;4.45;29
The Vision (Fallen Star, #3);Jessica Sorensen;4.15;13,460
Beautiful;Katie Piper;4.41;3,357
Legacy (Legacy, #1);Cayla Kluver;3.65;6,824
If Beale Street Could Talk;James Baldwin;4.27;41,640
Unteachable;Leah Raeder;3.77;22,256
Autobiography;Morrissey;3.61;11,593
Star Wars: A New Hope (Star Wars: Novelizations, #4);George Lucas;4.06;15,356
Call Of The Lost Ages: A Study Of The Indus Valley Script;Subhajit Ganguly;4.46;24
Blade Heart;Chris Lange;4.76;25
World Peace: The Voice of a Mountain Bird;Amit Ray;4.61;117
The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made;Greg Sestero;4.20;33,194
Murder Red Ink;Mord McGhee;4.31;55
Emily Windsnap and the Castle in the Mist (Emily Windsnap, #3);Liz Kessler;4.05;9,155
وصايا;محمد الرطيان;3.83;9,622
The Silver Swan (Elite Kings Club, #1);Amo Jones;3.90;16,157
Rose in Bloom (Eight Cousins, #2);Louisa May Alcott;4.04;22,168
Reasons to Kill God;I.V. Olokita;3.92;125
Revel;Michael Indemaio;4.83;41
Kulti;Mariana Zapata;4.34;59,544
Damaged Like Us (Like Us, #1);Krista Ritchie;4.01;10,317
Choque de Mundos: Primera parte;Carlos Arancio;4.15;27
أشياء لن تسمع بها أبدا;Noam Chomsky;3.63;326
بالأبيض على الأسود;Rubén González Gallego;3.93;1,150
The Girl with No Shadow (Chocolat, #2);Joanne Harris;3.85;17,400
رانيا;هاني حجاج;4.46;90
The Lost Apothecary;Sarah Penner;3.78;123,433
The Prison of Deviants;Tamuna Tsertsvadze;4.55;11
Loving Danny;Hilary Freeman;3.55;164
Mine to Possess (Psy-Changeling #4);Nalini Singh;4.06;30,622
Betsy and Joe (Betsy-Tacy, #8);Maud Hart Lovelace;4.32;4,905
Fever Pitch;Nick Hornby;3.75;38,222
The Greyfriar (Vampire Empire, #1);Clay Griffith;3.81;5,358
The Map of Time;Félix J. Palma;3.39;12,093
Meditation on Space-Time;Leonard Seet;3.97;29
Skinny;Ibi Kaslik;3.44;6,310
Chanakya's Chant;Ashwin Sanghi;3.74;23,122
Crossing Oceans;Gina Holmes;3.96;3,260
The First Circle;Aleksandr Solzhenitsyn;4.23;7,528
اموال ودماء;داليا محمد رضا;4.08;13
Abigail and the Jungle Adventure;Tali Carmi;4.38;116
Ink (Paper Gods, #1);Amanda Sun;3.66;9,839
Untainted (Photographer Trilogy, #3);Sarah  Robinson;4.30;257
Blood Line (A Granger Spy Novel, #1);John J.  Davis;3.69;1,079
The Knight in the Panther's Skin;Shota Rustaveli;4.62;1,930
That Frequent Visitor;K.Hari Kumar;3.56;399
Harbor;John Ajvide Lindqvist;3.66;6,927
Two Serious Ladies;Jane Bowles;3.63;3,099
Five Weeks in a Balloon;Jules Verne;3.77;21,333
Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1);Georgia Byng;3.90;22,640
The First Bad Man;Miranda July;3.62;25,323
Pink Slips;Beth Aldrich;3.47;921
The Gulag Archipelago, 1918 - 1956: An Experiment in Literary Investigation, Books I-II;Aleksandr Solzhenitsyn;4.33;7,395
The Neapolitan Novels;Elena Ferrante;4.59;3,686
TEORIA RUDIMENTARIA SOBRE ESTADOS ENTRELAZADOS Y GEMELOS.;G.G. Melies;4.20;25
Almond;Won-pyung Sohn;4.22;15,452
Earth-chan and Friends;Tamuna Tsertsvadze;4.62;32
Horizon (The Sharing Knife, #4);Lois McMaster Bujold;4.03;6,613
Sister of My Heart (Anju and Sudha #1);Chitra Banerjee Divakaruni;3.99;18,820
Flyy Girl (Flyy Girl, #1);Omar Tyree;4.25;13,092
A Man Rides Through (Mordant's Need, #2);Stephen R. Donaldson;4.02;12,639
Zombies Vs. Unicorns;Holly Black;3.72;13,045
Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War;Evan Wright;4.24;17,203
The Armageddon Rag;George R.R. Martin;3.58;3,843
Emily's Quest (Emily, #3);L.M. Montgomery;4.12;17,961
The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4);Mark Cotta Vaz;4.28;269,679
Johnny the Homicidal Maniac: Director's Cut;Jhonen Vásquez;4.33;9,408
The Hamlet;William Faulkner;3.86;4,929
Sin noticias de Gurb;Eduardo Mendoza;3.74;11,689
Burnt Shadows;Kamila Shamsie;3.92;6,545
Chances (Lucky Santangelo, #1);Jackie Collins;4.16;12,755
52 Reasons to Hate My Father;Jessica Brody;3.86;5,105
Hearts in Darkness (Hearts in Darkness, #1);Laura Kaye;3.86;36,399
A Cidade e as Serras;Eça de Queirós;3.76;6,134
"Trust: Pandora's Box (TRUST Trilogy #3; TRUST Universe #6-8)";Cristiane Serruya;3.93;179
The Way of Kings, Part 1 (The Stormlight Archive #1, Part 1 of 2);Brandon Sanderson;4.65;19,271
April 1865: The Month That Saved America;Jay Winik;4.15;11,846
Leo's Chance;Mia Sheridan;4.17;15,117
The Burning Times;Jeanne Kalogridis;3.59;1,258
Men We Reaped;Jesmyn Ward;4.28;18,742
Terry Treetop Finds New Friends;Tali Carmi;4.30;289
Logan's Story (Sand & Clay, #0.5);Sarah  Robinson;3.97;206
Veterans of the Psychic Wars;Wayne Gerard Trotman;3.78;81
Frostbite (The Dragonian, #3);Adrienne Woods;4.30;5,062
And After (Until the End of the World, #2);Sarah Lyons Fleming;4.44;3,634
The Race for Paris;Meg Waite Clayton;3.63;2,485
Personality Plus: How to Understand Others by Understanding Yourself;Florence Littauer;4.20;9,519
Louder Than a Whisper: Clearer Than a Bell;Renée Paule;4.63;35
Divergent Series Box Set (Books 1-4 Plus World of Divergent);Veronica Roth;4.45;6,747
Incognito: The Secret Lives of the Brain;David Eagleman;4.07;28,882
Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom;Robert T. Kiyosaki;4.11;47,350
Hujan;Tere Liye;4.36;8,153
Good-Bye Def Leppard: I'll Miss Those Jeans;Stef Kramer;4.04;329
Don Quijote de la Mancha I;J.R. Cuenot;3.89;17,417
سال بلوا;عباس معروفی;3.94;5,513
Born Slippy;Tom Lutz;3.92;76
Arrested Heart (Arrested, #1);H.L. Nida;4.43;23
Ved Maya;Vineeta Malhotra Taneja;4.78;151
WIL O WISH;Juddy Anderson C. Punzalan;4.49;180
Fight Club;Chuck Palahniuk;4.18;537,188
Fruits Basket, Vol. 15;Natsuki Takaya;4.46;15,015
Life After Life: The Investigation of a Phenomenon - Survival of Bodily Death;Raymond A. Moody Jr.;4.04;10,036
At Swim, Two Boys;Jamie O'Neill;4.09;8,543
Five Little Peppers and How They Grew (Five Little Peppers, #1);Margaret Sidney;4.03;23,723
Inca Gold (Dirk Pitt, #12);Clive Cussler;3.99;25,979
Take Me There;Susane Colasanti;3.64;11,059
Heaven to Betsy (Betsy-Tacy, #5);Maud Hart Lovelace;4.30;5,740
Kushiel's Scion (Imriel's Trilogy, #1);Jacqueline Carey;4.21;20,464
The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H. Wilkinson;3.94;79,980
A Hero's Tale (When Women Were Warriors,  #3);Catherine M. Wilson;4.54;2,516
Aparição;Vergílio Ferreira;3.64;4,721
التخلف الاجتماعي: مدخل إلى سيكولوجية الإنسان المقهور;مصطفى حجازي;4.16;3,936
Run Baby Run;Nicky Cruz;4.19;15,476
The Probable Future;Alice Hoffman;3.84;14,409
Dragon's Keep (Wilde Island Chronicles #1);Janet Lee Carey;3.65;7,620
The Life and Times of Scrooge McDuck;Don Rosa;4.67;3,829
Sanctum (Guards of the Shadowlands, #1);Sarah Fine;3.97;11,087
The Journey to the East;Hermann Hesse;3.70;12,262
Welcome to Hard Times;E.L. Doctorow;3.83;2,017
The Silent Cry;Kenzaburō Ōe;3.86;3,145
The Champion;Carla Capshaw;4.23;525
Cinder: Chapters 1-5;Marissa Meyer;4.45;3,183
Haven (Winterhaven, #1);Kristi Cook;3.83;10,304
Die Macht Des Marketing: Tipps Um Mit Ihrem Online Business H�here Profite Einzufahren;Maria Johnsen;4.88;17
Shadow Maker (Nick Baron, #2);James R. Hannibal;4.15;155
The English Teacher;R.K. Narayan;3.80;3,878
Praise of Folly;Erasmus;3.87;14,857
Islandia;Austin Tappan Wright;4.29;568
Een schitterend gebrek;Arthur Japin;3.95;9,503
I Crawl Through It;A.S. King;3.53;2,942
Doing Good Better: How Effective Altruism Can Help You Make a Difference;William MacAskill;4.25;4,717
The Goblin Emperor (The Goblin Emperor, #1);Katherine Addison;4.02;36,303
Lillian Boxfish Takes a Walk;Kathleen Rooney;3.85;23,348
Fool's Quest  (The Fitz and The Fool, #2);Robin Hobb;4.52;34,104
23 Things They Don't Tell You about Capitalism;Ha-Joon Chang;3.97;9,490
More Weird Things Customers Say in Bookshops;Jen Campbell;3.70;8,658
Capturing the Devil (Stalking Jack the Ripper, #4);Kerri Maniscalco;4.24;20,069
Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions;Johann Hari;4.26;24,241
Honey Girl;Morgan  Rogers;3.80;21,217
Lore;Alexandra Bracken;3.85;36,079
82년생 김지영;Cho Nam-Joo;4.16;51,000
Troubling a Star (Austin Family Chronicles, #5);Madeleine L'Engle;3.86;7,051
The White Darkness;Geraldine McCaughrean;3.48;4,294
Reflex (Jumper, #2);Steven Gould;3.97;6,524
Betsy's Wedding (Betsy-Tacy, #10);Maud Hart Lovelace;4.32;4,441
Negeri 5 Menara;Ahmad Fuadi;4.11;12,517
City of Glass (The New York Trilogy, #1);Paul Auster;3.78;16,576
Private (Private, #1);James Patterson;3.84;48,700
Sum: Forty Tales from the Afterlives;David Eagleman;4.13;17,484
Mercy (Mercy, #1);Rebecca Lim;3.71;6,723
The Carrie Diaries (The Carrie Diaries, #1);Candace Bushnell;3.56;37,000
私たちの幸せな時間;Gong Jiyoung;4.43;1,698
Africanus: El hijo del cónsul (Publio Cornelio Escipión, #1);Santiago Posteguillo;4.52;8,500
The Last Dragonslayer (The Last Dragonslayer, #1);Jasper Fforde;3.85;21,493
Captured Lies (Caspian Wine, #1);Maggie Thom;4.22;454
Dark Passage (Kingdom Keepers, #6);Ridley Pearson;4.19;4,204
The Universe Versus Alex Woods;Gavin Extence;4.09;21,908
The Mistress (The Original Sinners, #4);Tiffany Reisz;4.48;10,700
The Protector;Carla Capshaw;4.25;506
In Time (The Darkest Minds, #1.5);Alexandra Bracken;4.22;10,714
Blutbraut;Lynn Raven;4.07;1,656
